accession,contig_count,gc_percentage,genome_size
MAG-GUT43573.fa,31,37.516821716930885,2782861
MAG-GUT26615.fa,38,42.990735888822684,2505691
MAG-GUT74324.fa,29,62.926382436136066,2046930
MAG-GUT11014.fa,42,52.13442345820114,3077201
MAG-GUT1246.fa,28,37.346487183187826,1794557
MAG-GUT18620.fa,49,53.049121518343036,2624756
MAG-GUT1196.fa,52,37.48095160393717,2892632
MAG-GUT60158.fa,174,56.56514063305894,2200585
MAG-GUT19165.fa,158,43.09786324768321,2373649
MAG-GUT15544.fa,35,42.82631162071437,2651300
MAG-GUT75471.fa,95,48.93154581618953,2448163
MAG-GUT23397.fa,61,36.430664544806014,1822300
MAG-GUT12797.fa,155,45.03244882524663,2398546
MAG-GUT65795.fa,112,43.437009323006265,3051269
MAG-GUT689.fa,34,43.174780753128736,2509956
MAG-GUT46186.fa,52,53.473070307591165,2061015
MAG-GUT61176.fa,100,38.826043055712155,1587571
MAG-GUT1455.fa,70,31.971231153300923,2332106
MAG-GUT5635.fa,16,53.69546336129576,1867506
MAG-GUT90408.fa,13,41.11109118583813,1840209
MAG-GUT89239.fa,208,50.33300866621896,1964063
MAG-GUT60365.fa,96,38.901702650848314,1593339
MAG-GUT49035.fa,153,38.92249519761353,1977142
MAG-GUT88876.fa,155,37.83835899483975,2624099
MAG-GUT15486.fa,14,51.46932395466979,2149560
MAG-GUT12217.fa,140,49.78791065680024,1994914
MAG-GUT55179.fa,93,54.12565386755704,1797000
MAG-GUT46965.fa,144,49.57344949035524,2743872
MAG-GUT7849.fa,57,44.36722810456388,2259021
MAG-GUT58707.fa,43,55.98626123321163,3051220
MAG-GUT91923.fa,25,37.49822634874611,2593520
MAG-GUT77597.fa,48,56.41858367162833,2294595
MAG-GUT7675.fa,108,43.04614719103084,2464267
MAG-GUT36799.fa,33,56.591195633643984,2193866
MAG-GUT68561.fa,187,47.46744511327764,1683695
MAG-GUT3531.fa,137,64.4110905697067,3130804
MAG-GUT61639.fa,48,43.0791785770012,2185427
MAG-GUT91566.fa,33,38.64279322168947,3353461
MAG-GUT91960.fa,59,37.69130839392288,2556409
MAG-GUT36571.fa,42,43.29038491050612,2977913
MAG-GUT48498.fa,32,37.4985614114391,2884772
MAG-GUT14741.fa,45,50.32526771482861,2089817
MAG-GUT81946.fa,51,50.030111092969065,1886348
MAG-GUT46179.fa,28,36.27624698747131,1980894
MAG-GUT42829.fa,33,51.46566116967433,2129892
MAG-GUT29582.fa,42,37.736646075134665,2033522
MAG-GUT7328.fa,142,47.661363353490785,1397994
MAG-GUT80816.fa,70,50.244726289997324,2172427
MAG-GUT2306.fa,51,38.034472033706784,1340739
MAG-GUT44374.fa,78,41.87960310824903,2544069
MAG-GUT69905.fa,119,42.25982722884917,2141677
MAG-GUT10562.fa,39,43.50847952390369,3185910
MAG-GUT45776.fa,16,38.71854854140297,2174144
MAG-GUT88477.fa,181,51.25063736974633,2225945
MAG-GUT15797.fa,17,38.57058553869611,1974165
MAG-GUT24574.fa,50,43.49138683228005,3077207
MAG-GUT39373.fa,32,51.37966436075049,2187706
MAG-GUT68241.fa,59,43.36369762031657,2328503
MAG-GUT89335.fa,89,32.61387242235396,2013174
MAG-GUT58156.fa,51,58.933391867798626,1972627
MAG-GUT52923.fa,89,45.83914643555365,1757524
MAG-GUT85491.fa,123,53.207239382603035,2654370
MAG-GUT45059.fa,46,43.04018017887393,2482866
MAG-GUT26365.fa,88,38.43898292963129,2418987
MAG-GUT15068.fa,51,41.93228981660777,2345083
MAG-GUT37976.fa,43,50.38949221335981,2028667
MAG-GUT44944.fa,26,43.31764729173898,3131659
MAG-GUT76659.fa,5,53.544862631256905,1822285
MAG-GUT69198.fa,204,39.17810029815559,1846016
MAG-GUT49076.fa,101,46.78236331670055,2810914
MAG-GUT43233.fa,57,50.178232300165405,2007773
MAG-GUT399.fa,46,47.23411511934311,1595023
MAG-GUT91486.fa,50,37.62208039910661,2575352
MAG-GUT79767.fa,18,51.02561002152306,2274305
MAG-GUT56987.fa,11,53.45390728318065,2002312
MAG-GUT53199.fa,88,44.919372007742666,2550541
MAG-GUT62996.fa,56,59.216203265904234,1972195
MAG-GUT83657.fa,192,40.139464876205494,2084826
MAG-GUT3891.fa,72,41.84727000281958,2503922
MAG-GUT1177.fa,26,37.403638949146625,2787563
MAG-GUT43258.fa,100,33.49425333286714,2402436
MAG-GUT1086.fa,31,37.38046135214969,1790216
MAG-GUT19642.fa,94,44.83584912971924,2528954
MAG-GUT1206.fa,35,39.065521731925905,1925117
MAG-GUT75430.fa,46,50.018760664825166,2121460
MAG-GUT16297.fa,181,45.05016806694718,2103031
MAG-GUT25650.fa,146,57.23989344953584,2963103
MAG-GUT69224.fa,10,59.036702583515655,2338364
MAG-GUT84648.fa,230,43.149672102514856,2553542
MAG-GUT76518.fa,54,56.535948162734186,2177121
MAG-GUT89413.fa,146,37.725989025339054,2913803
MAG-GUT16481.fa,143,42.25209919388415,2204894
MAG-GUT78908.fa,35,53.07603836311211,1985866
MAG-GUT76573.fa,77,42.64739446830038,2449193
MAG-GUT59532.fa,43,62.29014771051159,1835279
MAG-GUT2201.fa,101,29.516586917147347,2068769
MAG-GUT7125.fa,25,37.43155401968055,2808967
MAG-GUT86613.fa,45,39.544233828303106,2365599
MAG-GUT62629.fa,13,53.51447623923726,1921908
MAG-GUT32557.fa,59,40.66399827447621,2679766
MAG-GUT32929.fa,41,43.422492586417064,2921327
MAG-GUT57064.fa,54,43.13606454069627,2381877
MAG-GUT38231.fa,42,48.10226132670333,2080239
MAG-GUT14572.fa,61,55.43125268771527,2671879
MAG-GUT65588.fa,64,29.339860800534957,1630035
MAG-GUT84132.fa,139,42.3094159283653,2238133
MAG-GUT46652.fa,94,40.961313794715956,2489156
MAG-GUT32803.fa,42,49.136337600643856,1784262
MAG-GUT17671.fa,13,38.58416649511513,2015915
MAG-GUT89009.fa,65,54.375292509227734,2168735
MAG-GUT46175.fa,26,51.532871905044274,2057380
MAG-GUT72317.fa,60,41.87496007743749,2442228
MAG-GUT9158.fa,86,38.2427272119686,1765554
MAG-GUT17170.fa,17,38.64382356431253,2115241
MAG-GUT29221.fa,54,50.16928634459781,2020541
MAG-GUT40608.fa,116,33.77467470457162,2035688
MAG-GUT2081.fa,64,38.86395017139349,1811329
MAG-GUT20984.fa,103,36.634474086313155,1641372
MAG-GUT69144.fa,181,38.77243843371076,1923374
MAG-GUT21102.fa,127,54.80880489890735,2040455
MAG-GUT43329.fa,54,50.316296420570616,2026580
MAG-GUT91370.fa,42,31.986382072756847,2356012
MAG-GUT3175.fa,62,42.86667726827511,2842336
MAG-GUT8928.fa,34,54.264527419671815,1714809
MAG-GUT29587.fa,55,54.251385629960836,2004323
MAG-GUT8640.fa,46,58.78915580506349,2156066
MAG-GUT91631.fa,15,34.306042464174844,1644445
MAG-GUT3747.fa,38,41.97663947945803,2467582
MAG-GUT10398.fa,47,50.22965608183847,2093783
MAG-GUT41924.fa,31,54.79611469600828,2791030
MAG-GUT91192.fa,43,37.47094930505192,2777042
MAG-GUT89102.fa,20,32.22733956219891,1377886
MAG-GUT468.fa,60,59.087411605212694,2292556
MAG-GUT37077.fa,50,42.87743907717981,2645109
MAG-GUT10080.fa,34,35.983535728170004,2713755
MAG-GUT18024.fa,78,49.217792309015266,2186248
MAG-GUT10793.fa,73,41.61821236689177,2480688
MAG-GUT88487.fa,41,53.967023636409806,1811358
MAG-GUT53613.fa,119,42.39937914910245,1832324
MAG-GUT64686.fa,178,42.282953938126596,2527839
MAG-GUT91256.fa,48,31.36920705426124,1730812
MAG-GUT12028.fa,113,49.297992408457986,2070989
MAG-GUT9640.fa,48,42.02840564707805,2349392
MAG-GUT1477.fa,35,37.43643078898683,2703746
MAG-GUT45317.fa,73,38.8788040524898,2064706
MAG-GUT42210.fa,54,47.09032162754416,1787036
MAG-GUT83640.fa,248,49.43608156089947,1583651
MAG-GUT50003.fa,105,47.097423499305485,1803415
MAG-GUT68216.fa,186,38.878247409627974,1958792
MAG-GUT91196.fa,36,37.6161143253335,2821142
MAG-GUT43570.fa,203,38.865001610934,1887104
MAG-GUT455.fa,16,59.00759184060149,2322230
MAG-GUT51979.fa,27,44.77469299799267,2439072
MAG-GUT25022.fa,94,49.03240302804466,2332066
MAG-GUT56620.fa,45,42.552773534060464,2764217
MAG-GUT89697.fa,34,37.57306459001374,1528100
MAG-GUT74962.fa,35,41.47059233019808,2513885
MAG-GUT17664.fa,19,38.58194718155559,2033267
MAG-GUT90947.fa,21,38.565294687788196,2085139
MAG-GUT3631.fa,34,53.05270249151732,2265206
MAG-GUT86870.fa,30,50.20996304531863,2024642
MAG-GUT51949.fa,28,44.58480659308837,2548487
MAG-GUT51569.fa,267,43.305834939203514,2442082
MAG-GUT91939.fa,34,31.90386070682675,2387827
MAG-GUT89068.fa,144,37.81701254021655,2762233
MAG-GUT31802.fa,22,50.36574225870108,2137981
MAG-GUT84535.fa,52,43.082110513417334,2664129
MAG-GUT86281.fa,148,43.00781765779876,2635572
MAG-GUT42468.fa,54,36.180918548990746,2543664
MAG-GUT40221.fa,112,43.437009323006265,3051269
MAG-GUT57773.fa,40,42.71067367183989,2545928
MAG-GUT91468.fa,49,37.6210469329081,2574931
MAG-GUT17793.fa,27,51.44291447989464,2112322
MAG-GUT88733.fa,122,38.09424350693402,2432210
MAG-GUT43483.fa,50,37.42610633599071,2821453
MAG-GUT37090.fa,24,59.61255585034838,1921877
MAG-GUT82738.fa,68,50.192149994968126,2076763
MAG-GUT91823.fa,29,37.65579664813789,2685552
MAG-GUT74541.fa,55,42.405277576951114,2705484
MAG-GUT11972.fa,89,58.88185944271752,2500276
MAG-GUT10629.fa,56,38.3506949587856,1755212
MAG-GUT35641.fa,89,49.19318175582325,2368997
MAG-GUT79289.fa,29,51.56094524104733,2099401
MAG-GUT90598.fa,150,37.873243285237436,2612974
MAG-GUT27781.fa,69,51.286829813148756,1801326
MAG-GUT11820.fa,14,58.267130089374376,2606116
MAG-GUT11638.fa,69,57.12174782444883,2107397
MAG-GUT48276.fa,29,43.627946848978475,3000281
MAG-GUT34778.fa,46,59.239738943596045,1863965
MAG-GUT38145.fa,122,48.13435339183881,1848260
MAG-GUT90508.fa,34,37.56852046745804,1530747
MAG-GUT40025.fa,28,29.421404307507153,1615273
MAG-GUT60153.fa,48,42.51456233655356,2747842
MAG-GUT75928.fa,10,38.152881782181936,1864905
MAG-GUT25429.fa,38,26.775401133272815,1174298
MAG-GUT61956.fa,46,42.451945969555446,2589429
MAG-GUT49474.fa,57,38.788284679782834,2017256
MAG-GUT11829.fa,19,56.804976605410964,2209699
MAG-GUT1541.fa,78,38.003772687326915,2602389
MAG-GUT49002.fa,44,38.04633409336198,2591569
MAG-GUT56762.fa,44,51.369829228966765,2209801
MAG-GUT24606.fa,51,55.615241184062256,2588749
MAG-GUT73992.fa,97,42.88487089303319,2730604
MAG-GUT49015.fa,41,37.563556440751576,2735364
MAG-GUT51297.fa,124,43.3313080001039,1770902
MAG-GUT44666.fa,100,37.84273202588078,2783224
MAG-GUT11332.fa,41,50.30494819929471,2025262
MAG-GUT42613.fa,22,29.30547736928458,1662696
MAG-GUT27968.fa,61,43.33272938025047,3096267
MAG-GUT6753.fa,105,49.248310160661,2247403
MAG-GUT47106.fa,49,50.12911285008769,1704323
MAG-GUT89180.fa,67,50.35192576135894,2034520
MAG-GUT42861.fa,112,43.591812466531614,2623745
MAG-GUT29600.fa,215,56.264711652607815,2502693
MAG-GUT25802.fa,28,37.962305065607666,1870437
MAG-GUT24686.fa,52,51.46774424186948,2160901
MAG-GUT91330.fa,13,37.193094891830384,2434140
MAG-GUT3301.fa,86,28.244635959908816,2513171
MAG-GUT9674.fa,54,41.906997670227625,2418262
MAG-GUT4600.fa,42,50.30628399562649,2319416
MAG-GUT46760.fa,44,59.82481755476693,2398528
MAG-GUT23754.fa,45,54.217675866617135,2263889
MAG-GUT27309.fa,73,49.137087513749684,2897339
MAG-GUT27477.fa,20,44.50257343029227,1887947
MAG-GUT79248.fa,44,51.45456314904705,2178386
MAG-GUT24369.fa,15,36.55834526145022,1937998
MAG-GUT88862.fa,44,50.716951255265116,3018685
MAG-GUT76377.fa,59,47.26333757482703,2669657
MAG-GUT49179.fa,105,32.075438245995485,2312514
MAG-GUT35948.fa,105,43.75980583531873,2871377
MAG-GUT29175.fa,114,47.56173461093304,1648508
MAG-GUT23723.fa,20,58.84743510084011,2200067
MAG-GUT63105.fa,54,58.822492606486996,2155944
MAG-GUT60503.fa,54,42.66261386491424,2705289
MAG-GUT44261.fa,122,33.74248013152998,2122710
MAG-GUT91407.fa,53,42.86685783541005,2524820
MAG-GUT78410.fa,35,47.27518254694402,2429649
MAG-GUT32130.fa,44,36.30405129720455,2257277
MAG-GUT13045.fa,45,50.27149770768591,2134088
MAG-GUT90682.fa,22,42.22495336127942,1929191
MAG-GUT58706.fa,31,53.28328293361304,2118398
MAG-GUT6619.fa,49,45.49671045701392,1851169
MAG-GUT8993.fa,41,33.98120963006459,2264990
MAG-GUT1457.fa,53,37.85955790548939,2523759
MAG-GUT7247.fa,19,38.997868436949496,2054361
MAG-GUT85312.fa,122,40.955414425433,2623741
MAG-GUT68234.fa,83,46.77577614309067,2858719
MAG-GUT90600.fa,55,39.09799712367302,1990038
MAG-GUT9964.fa,47,42.65503365511248,2600645
MAG-GUT35625.fa,33,35.89899952358266,2571275
MAG-GUT34892.fa,60,43.035547827434144,2685143
MAG-GUT8287.fa,21,53.54287113796098,2021115
MAG-GUT81784.fa,84,53.38808788333016,2415020
MAG-GUT18125.fa,31,51.55711238179431,2135684
MAG-GUT14112.fa,53,51.82286554144757,1696203
MAG-GUT81409.fa,32,43.60338593993955,2901410
MAG-GUT36222.fa,82,42.85425783592759,2619441
MAG-GUT30383.fa,13,53.991306498587576,1689998
MAG-GUT1319.fa,22,37.4217456567498,2795372
MAG-GUT90291.fa,131,37.77958376422307,2695972
MAG-GUT23816.fa,68,45.55257874091389,2160027
MAG-GUT21682.fa,127,38.58455493750918,1953647
MAG-GUT7016.fa,71,55.278956958586576,2832946
MAG-GUT73157.fa,109,44.74573983971452,2400966
MAG-GUT56503.fa,131,51.739978594764345,1992036
MAG-GUT83683.fa,114,49.5651299106707,1689815
MAG-GUT37961.fa,134,44.547851828513856,2437608
MAG-GUT84771.fa,89,51.377335585951165,2187085
MAG-GUT34992.fa,38,43.227903169075645,2430835
MAG-GUT45903.fa,54,50.18168718549991,2201311
MAG-GUT6238.fa,31,37.34314252299523,2910604
MAG-GUT45396.fa,128,43.3742169561796,3061291
MAG-GUT44900.fa,54,42.976677697110134,2399420
MAG-GUT450.fa,12,58.62573165536149,2211082
MAG-GUT68043.fa,114,37.651344082971164,2643810
MAG-GUT21093.fa,242,56.63612155823174,2342219
MAG-GUT72020.fa,51,41.32339220860345,2497370
MAG-GUT15625.fa,60,57.55371768783716,2253215
MAG-GUT10909.fa,31,51.76212589314015,2094856
MAG-GUT9669.fa,72,59.483407967817506,2657842
MAG-GUT84909.fa,136,58.977541002697244,2550381
MAG-GUT29515.fa,54,47.27109510985387,1679868
MAG-GUT61658.fa,60,50.26380486275944,1837722
MAG-GUT57158.fa,89,43.57554611130644,2918178
MAG-GUT29860.fa,43,52.71315803417861,2793092
MAG-GUT42578.fa,42,29.25322788344292,1228514
MAG-GUT69367.fa,223,38.54302188093548,1888539
MAG-GUT1396.fa,61,37.455617861088584,2803211
MAG-GUT11308.fa,40,43.30178692644389,3096602
MAG-GUT91345.fa,72,38.58779106606797,2009037
MAG-GUT4151.fa,108,43.20233550605451,2363856
MAG-GUT91600.fa,7,38.57230134899976,2072202
MAG-GUT44474.fa,42,41.4756434410525,2505280
MAG-GUT53991.fa,85,43.22712676315569,2466671
MAG-GUT60370.fa,57,50.21544002609103,2115670
MAG-GUT40706.fa,51,36.06440275418828,2650073
MAG-GUT24211.fa,25,47.35370860797876,2305245
MAG-GUT44688.fa,141,62.521531116419624,1800882
MAG-GUT61959.fa,56,53.29737067924878,1868049
MAG-GUT80925.fa,35,52.85391592173685,2586709
MAG-GUT83863.fa,166,38.4108577701764,1831831
MAG-GUT36962.fa,23,51.11916786462035,2036111
MAG-GUT2078.fa,13,58.59892631182279,2383001
MAG-GUT81646.fa,40,43.6157570561275,3172420
MAG-GUT84395.fa,125,43.37277203002679,2423170
MAG-GUT14532.fa,17,57.341154754467105,2146413
MAG-GUT39588.fa,70,47.42475429882606,1654347
MAG-GUT822.fa,106,40.46582835227687,2770162
MAG-GUT3702.fa,88,58.94338332448902,1965481
MAG-GUT14640.fa,29,51.440481786047755,2044559
MAG-GUT49458.fa,93,37.60676096092675,2720915
MAG-GUT66011.fa,133,36.10619534828386,2420784
MAG-GUT7213.fa,22,37.658587591118,2643413
MAG-GUT12264.fa,19,43.96850597803195,1882643
MAG-GUT70635.fa,126,46.24616030012522,1582806
MAG-GUT89833.fa,18,32.26192005612325,1385522
MAG-GUT70973.fa,115,51.35667298139889,1743014
MAG-GUT49075.fa,28,37.51742091513873,2748851
MAG-GUT45214.fa,60,43.43208316618783,3078655
MAG-GUT74669.fa,75,43.408108463605124,2911797
MAG-GUT86514.fa,33,55.00250272064865,2535241
MAG-GUT56241.fa,153,43.42065692038282,2327588
MAG-GUT83184.fa,112,44.95249847899605,2554234
MAG-GUT8839.fa,20,53.37505590160073,1927494
MAG-GUT89858.fa,34,37.56989144731899,1530409
MAG-GUT14050.fa,62,57.33645780973311,2389307
MAG-GUT28028.fa,62,48.82638322575295,1808725
MAG-GUT86606.fa,30,63.036928142728144,2098535
MAG-GUT62011.fa,25,51.656725464682495,2080399
MAG-GUT8128.fa,25,51.96023412042003,2173924
MAG-GUT41148.fa,101,40.743652136455026,2730013
MAG-GUT51357.fa,26,42.16780956001449,2462172
MAG-GUT56361.fa,137,58.209453141774034,1732588
MAG-GUT39583.fa,71,37.89091578936182,1976033
MAG-GUT1131.fa,15,63.33506678046786,2572908
MAG-GUT84184.fa,50,41.50761612279884,2567842
MAG-GUT88218.fa,40,51.48433893142587,2668528
MAG-GUT85582.fa,75,53.36102836945865,2562192
MAG-GUT77408.fa,25,36.1766870493807,2483804
MAG-GUT90444.fa,35,37.58075558108608,1524972
MAG-GUT28721.fa,52,59.99022753718825,1985170
MAG-GUT48733.fa,46,38.847763210342464,2037116
MAG-GUT68726.fa,103,38.709721074229606,1921228
MAG-GUT19680.fa,51,47.84401372596576,1974943
MAG-GUT1986.fa,35,62.79917796284261,2389673
MAG-GUT80685.fa,54,46.67703256802839,2897320
MAG-GUT32469.fa,25,57.78425852134643,1724082
MAG-GUT8428.fa,34,42.451063391761764,1904096
MAG-GUT379.fa,26,43.358685658084525,3059417
MAG-GUT46257.fa,307,33.80822173279342,1887461
MAG-GUT46354.fa,74,47.24660687723839,2590313
MAG-GUT12256.fa,71,49.08999625582899,1762740
MAG-GUT90367.fa,94,38.992163226662946,1998399
MAG-GUT9594.fa,53,42.98430072586745,2321636
MAG-GUT1873.fa,18,63.531459605175776,2436426
MAG-GUT4062.fa,54,58.67801756911898,2063507
MAG-GUT3674.fa,35,41.94467402044512,2722410
MAG-GUT37626.fa,26,42.950779301588724,2582633
MAG-GUT39372.fa,45,38.260134078119066,1917688
MAG-GUT45684.fa,35,38.65127570415864,1989999
MAG-GUT86439.fa,76,54.46549149345128,2099265
MAG-GUT57797.fa,84,29.838252374120376,2341920
MAG-GUT5371.fa,72,53.41387020495768,2175815
MAG-GUT84692.fa,52,50.33515859188999,2568038
MAG-GUT23546.fa,122,35.718059583603065,2638444
MAG-GUT1975.fa,46,62.741280090340425,2341366
MAG-GUT91272.fa,31,37.58483137718253,2711703
MAG-GUT83922.fa,302,47.62538388884599,2356802
MAG-GUT8523.fa,149,51.869302529349014,2020085
MAG-GUT91032.fa,159,37.82425659621417,2655690
MAG-GUT57047.fa,41,51.70051613693801,2105449
MAG-GUT26524.fa,66,46.221555988834325,2642384
MAG-GUT10488.fa,27,59.70182174160543,2130873
MAG-GUT12759.fa,87,48.3390439763783,2033046
MAG-GUT62279.fa,41,41.872424309518536,2660209
MAG-GUT46658.fa,132,30.172155753878883,2064642
MAG-GUT74329.fa,41,49.94966190690974,2101788
MAG-GUT60799.fa,24,48.01473889324349,1911134
MAG-GUT54322.fa,97,43.17664519314653,2474831
MAG-GUT48798.fa,36,37.561411795523455,2870784
MAG-GUT81714.fa,218,55.81350730037921,2017087
MAG-GUT34592.fa,24,51.641569576951696,2250925
MAG-GUT17515.fa,52,50.237279970211645,2084036
MAG-GUT31431.fa,73,57.99826023884942,1971535
MAG-GUT79048.fa,23,51.66534629674213,2172371
MAG-GUT5376.fa,36,51.981687609727786,2026606
MAG-GUT85992.fa,174,49.93620107791612,1522753
MAG-GUT5687.fa,12,38.432229910239535,1970021
MAG-GUT7772.fa,58,63.12230972772971,2170784
MAG-GUT19429.fa,53,54.512843427110255,1985101
MAG-GUT13897.fa,219,42.55544315874807,2419009
MAG-GUT46247.fa,237,39.14790651637455,1770064
MAG-GUT68197.fa,42,62.98851354910868,1974152
MAG-GUT49058.fa,12,60.069111480338634,2527800
MAG-GUT1228.fa,26,37.42720802042047,2815214
MAG-GUT24113.fa,73,42.183070211200615,2560788
MAG-GUT58166.fa,11,53.15710148006768,1957951
MAG-GUT61486.fa,37,36.34816171310812,2657719
MAG-GUT18210.fa,29,57.37913223641754,1648744
MAG-GUT18447.fa,15,53.681399006413166,1858519
MAG-GUT91033.fa,48,39.14830886987888,2000467
MAG-GUT1516.fa,118,31.990363689102182,2302956
MAG-GUT82789.fa,163,49.70645977509741,1587176
MAG-GUT87091.fa,46,50.583858127761815,3083112
MAG-GUT12393.fa,78,58.95039041905107,2078792
MAG-GUT47922.fa,45,38.66366487963158,2037453
MAG-GUT81226.fa,73,47.67661194549825,2078172
MAG-GUT73961.fa,57,43.08359352534378,2545556
MAG-GUT61409.fa,17,57.528528198074284,1817500
MAG-GUT73278.fa,130,43.15245396535648,2536405
MAG-GUT32255.fa,45,45.93410647761731,2759209
MAG-GUT58672.fa,49,50.23977279976371,1990843
MAG-GUT49537.fa,29,63.38969481798752,2583147
MAG-GUT444.fa,24,59.01752527593088,2326126
MAG-GUT36419.fa,37,36.91252908510553,2903548
MAG-GUT89719.fa,65,50.40265347378538,2022707
MAG-GUT73967.fa,83,49.48782141553226,2109030
MAG-GUT19947.fa,106,51.09113378445586,2521414
MAG-GUT68316.fa,53,44.05264472798963,1877263
MAG-GUT55663.fa,83,63.01619946122455,2099576
MAG-GUT76530.fa,42,34.28073355251432,1458764
MAG-GUT49046.fa,59,59.56974473498813,2339216
MAG-GUT52941.fa,98,45.93126198001513,1723704
MAG-GUT19220.fa,27,51.448089227701175,2160226
MAG-GUT74415.fa,61,53.3924000172293,2368058
MAG-GUT48684.fa,217,39.202372710317526,1821377
MAG-GUT7105.fa,16,38.594243666905726,2101303
MAG-GUT50773.fa,53,42.710341025168454,2560984
MAG-GUT61515.fa,38,42.95060086532307,2493404
MAG-GUT92127.fa,17,63.448014912805164,2555656
MAG-GUT12771.fa,142,43.40682789531865,2401765
MAG-GUT19738.fa,80,51.73992161954156,2199783
MAG-GUT34937.fa,39,42.585701702349496,2670192
MAG-GUT48302.fa,103,49.31232329238624,1749005
MAG-GUT16117.fa,65,52.37686930488744,2064270
MAG-GUT54583.fa,226,50.1534334053123,2309471
MAG-GUT53012.fa,107,46.29508931736906,2792402
MAG-GUT91364.fa,24,38.38019570316271,1584747
MAG-GUT77348.fa,55,49.122454863217826,1758599
MAG-GUT59502.fa,30,50.233367167895004,1971357
MAG-GUT17713.fa,78,41.82174891379864,2410925
MAG-GUT57094.fa,41,58.40934352727355,2130416
MAG-GUT35964.fa,24,53.896679051683485,1825593
MAG-GUT49727.fa,35,43.10831194329462,2384677
MAG-GUT90292.fa,16,38.57201690421738,2097938
MAG-GUT32889.fa,26,62.55736542000746,2300602
MAG-GUT73422.fa,85,36.56904558325964,3135559
MAG-GUT11693.fa,187,53.896773203947966,2373066
MAG-GUT44539.fa,41,37.5294951078635,2807669
MAG-GUT57352.fa,69,36.58163843302562,3080663
MAG-GUT2865.fa,115,56.53085180981012,2839331
MAG-GUT17016.fa,24,47.75418116826259,1996332
MAG-GUT14283.fa,229,36.274673163424595,2376570
MAG-GUT83377.fa,167,43.252079450616364,2432253
MAG-GUT82562.fa,53,50.12320384165486,2030375
MAG-GUT10734.fa,38,50.52546007516343,2310166
MAG-GUT27063.fa,253,43.37833097360175,2212116
MAG-GUT37176.fa,48,54.244842912988844,2151069
MAG-GUT47777.fa,92,59.496530867301026,1961153
MAG-GUT11169.fa,96,43.29267620515003,2358586
MAG-GUT11449.fa,141,52.477523549794256,2077619
MAG-GUT24507.fa,102,37.13764598931017,2791814
MAG-GUT91912.fa,34,37.374792557556944,2813431
MAG-GUT62134.fa,103,55.21343744590386,2795948
MAG-GUT48630.fa,97,38.7131111455933,1978477
MAG-GUT6256.fa,23,63.47348099738509,2527810
MAG-GUT2058.fa,73,58.81579101860621,2044048
MAG-GUT1258.fa,7,63.35773961703931,2494303
MAG-GUT57808.fa,88,60.535668508307594,2176682
MAG-GUT73847.fa,51,34.017396752899565,1544886
MAG-GUT9176.fa,9,53.25653102619244,1931626
